,Map Date,Drought Level,Population Current,Population Current %,Area Current,Area Current %,Area Miles
2053,2014-03-04,D0  ,"913,705.60",2.45,"8,602.14",5.44,"158,147.87"
2054,2014-03-04,D1  ,"868,299.52",2.33,"5,901.31",3.73,"158,147.87"
2055,2014-03-04,D2  ,"5,575,417.35",14.97,"39,428.24",24.93,"158,147.87"
2056,2014-03-04,D3  ,"22,079,400.46",59.27,"68,838.70",43.53,"158,147.87"
2057,2014-03-04,D4  ,"7,816,859.69",20.98,"35,370.41",22.37,"158,147.87"
2058,2014-03-11,D0  ,"913,628.46",2.45,"8,600.15",5.44,"158,147.87"
2059,2014-03-11,D1  ,"868,600.65",2.33,"5,928.03",3.75,"158,147.87"
2060,2014-03-11,D2  ,"5,575,116.22",14.97,"39,401.52",24.91,"158,147.87"
2061,2014-03-11,D3  ,"22,079,400.46",59.27,"68,838.70",43.53,"158,147.87"
2062,2014-03-11,D4  ,"7,816,859.69",20.98,"35,370.41",22.37,"158,147.87"
2063,2014-03-18,D0  ,"12,140.78",0.03,313.64,0.2,"158,147.87"
2064,2014-03-18,D1  ,"1,068,198.23",2.87,"10,628.04",6.72,"158,147.87"
2065,2014-03-18,D2  ,"4,373,741.53",11.74,"33,684.67",21.3,"158,147.87"
2066,2014-03-18,D3  ,"23,982,701.07",64.38,"78,142.96",49.41,"158,147.87"
2067,2014-03-18,D4  ,"7,816,859.69",20.98,"35,370.41",22.37,"158,147.87"
2068,2014-03-25,D0  ,"12,045.47",0.03,311.18,0.2,"158,147.87"
2069,2014-03-25,D1  ,"782,192.09",2.1,"7,264.45",4.59,"158,147.87"
2070,2014-03-25,D2  ,"4,660,158.08",12.51,"37,058.87",23.43,"158,147.87"
2071,2014-03-25,D3  ,"23,472,730.60",63.01,"76,479.07",48.36,"158,147.87"
2072,2014-03-25,D4  ,"8,326,830.17",22.35,"37,034.30",23.42,"158,147.87"
2073,2014-04-01,D0  ,"11,844.99",0.03,306.00,0.19,"158,147.87"
2074,2014-04-01,D1  ,"782,505.23",2.1,"7,270.74",4.6,"158,147.87"
2075,2014-04-01,D2  ,"5,030,477.40",13.5,"41,827.73",26.45,"158,147.87"
2076,2014-04-01,D3  ,"23,092,091.52",61.99,"71,601.74",45.28,"158,147.87"
2077,2014-04-01,D4  ,"8,337,037.28",22.38,"37,141.67",23.49,"158,147.87"
2078,2014-04-08,D0  ,"11,844.99",0.03,306.00,0.19,"158,147.87"
2079,2014-04-08,D1  ,"782,505.23",2.1,"7,270.74",4.6,"158,147.87"
2080,2014-04-08,D2  ,"5,030,477.40",13.5,"41,827.73",26.45,"158,147.87"
2081,2014-04-08,D3  ,"23,092,091.52",61.99,"71,601.74",45.28,"158,147.87"
2082,2014-04-08,D4  ,"8,337,037.28",22.38,"37,141.67",23.49,"158,147.87"
2083,2014-04-15,D0  ,"12,063.15",0.03,311.64,0.2,"158,147.87"
2084,2014-04-15,D1  ,"782,287.06",2.1,"7,265.11",4.59,"158,147.87"
2085,2014-04-15,D2  ,"5,030,477.40",13.5,"41,827.73",26.45,"158,147.87"
2086,2014-04-15,D3  ,"23,092,091.52",61.99,"71,601.74",45.28,"158,147.87"
2087,2014-04-15,D4  ,"8,337,037.28",22.38,"37,141.67",23.49,"158,147.87"
2088,2014-04-22,D1  ,"763,860.26",2.05,"6,317.85",3.99,"158,147.87"
2089,2014-04-22,D2  ,"4,571,730.39",12.27,"30,557.23",19.32,"158,147.87"
2090,2014-04-22,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2091,2014-04-22,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2092,2014-04-29,D1  ,"763,860.26",2.05,"6,317.85",3.99,"158,147.87"
2093,2014-04-29,D2  ,"4,571,730.39",12.27,"30,557.23",19.32,"158,147.87"
2094,2014-04-29,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2095,2014-04-29,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2096,2014-05-06,D1  ,"776,835.42",2.09,"6,431.07",4.07,"158,147.87"
2097,2014-05-06,D2  ,"4,558,755.24",12.24,"30,444.01",19.25,"158,147.87"
2098,2014-05-06,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2099,2014-05-06,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2100,2014-05-13,D2  ,"5,332,858.46",14.31,"36,868.91",23.31,"158,147.87"
2101,2014-05-13,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2102,2014-05-13,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2103,2014-05-20,D2  ,"5,332,858.46",14.31,"36,868.91",23.31,"158,147.87"
2104,2014-05-20,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2105,2014-05-20,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2106,2014-05-27,D2  ,"5,332,858.46",14.31,"36,868.91",23.31,"158,147.87"
2107,2014-05-27,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2108,2014-05-27,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2109,2014-06-03,D2  ,"5,332,858.46",14.31,"36,868.91",23.31,"158,147.87"
2110,2014-06-03,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2111,2014-06-03,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2112,2014-06-10,D2  ,"5,332,858.46",14.31,"36,868.91",23.31,"158,147.87"
2113,2014-06-10,D3  ,"21,459,669.95",57.6,"82,104.71",51.92,"158,147.87"
2114,2014-06-10,D4  ,"10,458,695.80",28.07,"39,168.08",24.77,"158,147.87"
2115,2014-06-17,D2  ,"5,335,092.02",14.32,"36,871.85",23.31,"158,147.87"
2116,2014-06-17,D3  ,"20,449,750.84",54.89,"69,115.07",43.7,"158,147.87"
2117,2014-06-17,D4  ,"11,469,113.55",30.79,"52,160.96",32.98,"158,147.87"
2118,2014-06-24,D2  ,"5,335,092.02",14.32,"36,871.85",23.31,"158,147.87"
2119,2014-06-24,D3  ,"20,449,750.84",54.89,"69,115.07",43.7,"158,147.87"
2120,2014-06-24,D4  ,"11,469,113.55",30.79,"52,160.96",32.98,"158,147.87"
2121,2014-07-01,D2  ,"5,311,537.00",14.26,"33,256.79",21.03,"158,147.87"
2122,2014-07-01,D3  ,"9,452,951.42",25.37,"67,236.22",42.51,"158,147.87"
2123,2014-07-01,D4  ,"22,489,467.98",60.37,"57,654.86",36.46,"158,147.87"
2124,2014-07-08,D2  ,"5,311,537.00",14.26,"33,256.79",21.03,"158,147.87"
2125,2014-07-08,D3  ,"9,452,951.42",25.37,"67,236.22",42.51,"158,147.87"
2126,2014-07-08,D4  ,"22,489,467.98",60.37,"57,654.86",36.46,"158,147.87"
2127,2014-07-15,D2  ,"3,515,062.15",9.44,"28,708.06",18.15,"158,147.87"
2128,2014-07-15,D3  ,"11,098,636.35",29.79,"71,724.20",45.35,"158,147.87"
2129,2014-07-15,D4  ,"22,640,257.90",60.77,"57,715.62",36.49,"158,147.87"
2130,2014-07-22,D2  ,"3,514,539.07",9.43,"28,634.11",18.11,"158,147.87"
2131,2014-07-22,D3  ,"11,099,159.44",29.79,"71,798.14",45.4,"158,147.87"
2132,2014-07-22,D4  ,"22,640,257.90",60.77,"57,715.62",36.49,"158,147.87"
2133,2014-07-29,D2  ,"3,514,539.07",9.43,"28,634.11",18.11,"158,147.87"
2134,2014-07-29,D3  ,"6,524,839.83",17.51,"37,135.03",23.48,"158,147.87"
2135,2014-07-29,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2136,2014-08-05,D1  ,"33,786.08",0.09,319.28,0.2,"158,147.87"
2137,2014-08-05,D2  ,"3,480,656.00",9.34,"28,272.43",17.88,"158,147.87"
2138,2014-08-05,D3  ,"6,524,936.82",17.51,"37,177.43",23.51,"158,147.87"
2139,2014-08-05,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2140,2014-08-12,D1  ,"33,786.08",0.09,319.28,0.2,"158,147.87"
2141,2014-08-12,D2  ,"3,480,656.00",9.34,"28,272.43",17.88,"158,147.87"
2142,2014-08-12,D3  ,"6,524,936.82",17.51,"37,177.43",23.51,"158,147.87"
2143,2014-08-12,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2144,2014-08-19,D1  ,"464,405.21",1.25,"3,815.80",2.41,"158,147.87"
2145,2014-08-19,D2  ,"3,050,067.22",8.19,"24,780.20",15.67,"158,147.87"
2146,2014-08-19,D3  ,"6,524,906.46",17.51,"37,173.14",23.51,"158,147.87"
2147,2014-08-19,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2148,2014-08-26,D1  ,"993,914.85",2.67,"7,248.31",4.58,"158,147.87"
2149,2014-08-26,D2  ,"2,520,557.59",6.77,"21,347.69",13.5,"158,147.87"
2150,2014-08-26,D3  ,"6,524,906.46",17.51,"37,173.14",23.51,"158,147.87"
2151,2014-08-26,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2152,2014-09-02,D1  ,"993,914.85",2.67,"7,248.31",4.58,"158,147.87"
2153,2014-09-02,D2  ,"2,520,557.59",6.77,"21,347.69",13.5,"158,147.87"
2154,2014-09-02,D3  ,"6,524,906.46",17.51,"37,173.14",23.51,"158,147.87"
2155,2014-09-02,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2156,2014-09-09,D1  ,"993,914.85",2.67,"7,248.31",4.58,"158,147.87"
2157,2014-09-09,D2  ,"2,520,557.59",6.77,"21,347.69",13.5,"158,147.87"
2158,2014-09-09,D3  ,"6,524,906.46",17.51,"37,173.14",23.51,"158,147.87"
2159,2014-09-09,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2160,2014-09-16,D1  ,"993,914.85",2.67,"7,248.31",4.58,"158,147.87"
2161,2014-09-16,D2  ,"2,520,557.59",6.77,"21,347.69",13.5,"158,147.87"
2162,2014-09-16,D3  ,"6,524,906.46",17.51,"37,173.14",23.51,"158,147.87"
2163,2014-09-16,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2164,2014-09-23,D1  ,"1,005,936.90",2.7,"7,367.14",4.66,"158,147.87"
2165,2014-09-23,D2  ,"2,508,535.53",6.73,"21,228.85",13.42,"158,147.87"
2166,2014-09-23,D3  ,"6,524,906.46",17.51,"37,173.14",23.51,"158,147.87"
2167,2014-09-23,D4  ,"27,214,577.52",73.05,"92,378.74",58.41,"158,147.87"
2168,2014-09-30,D1  ,"1,019,167.78",2.74,"7,838.90",4.96,"158,147.87"
2169,2014-09-30,D2  ,"2,495,304.66",6.7,"20,757.10",13.13,"158,147.87"
2170,2014-09-30,D3  ,"6,525,213.33",17.52,"37,181.32",23.51,"158,147.87"
2171,2014-09-30,D4  ,"27,214,270.64",73.05,"92,370.55",58.41,"158,147.87"
2172,2014-10-07,D1  ,"1,019,167.78",2.74,"7,838.90",4.96,"158,147.87"
2173,2014-10-07,D2  ,"2,495,304.66",6.7,"20,757.10",13.13,"158,147.87"
2174,2014-10-07,D3  ,"6,525,213.33",17.52,"37,181.32",23.51,"158,147.87"
2175,2014-10-07,D4  ,"27,214,270.64",73.05,"92,370.55",58.41,"158,147.87"
2176,2014-10-14,D1  ,"1,019,167.78",2.74,"7,838.90",4.96,"158,147.87"
2177,2014-10-14,D2  ,"2,495,304.66",6.7,"20,757.10",13.13,"158,147.87"
2178,2014-10-14,D3  ,"6,525,213.33",17.52,"37,181.32",23.51,"158,147.87"
2179,2014-10-14,D4  ,"27,214,270.64",73.05,"92,370.55",58.41,"158,147.87"
2180,2014-10-21,D1  ,"1,019,167.78",2.74,"7,838.90",4.96,"158,147.87"
2181,2014-10-21,D2  ,"2,495,304.66",6.7,"20,757.10",13.13,"158,147.87"
2182,2014-10-21,D3  ,"6,525,213.33",17.52,"37,181.32",23.51,"158,147.87"
2183,2014-10-21,D4  ,"27,214,270.64",73.05,"92,370.55",58.41,"158,147.87"
2184,2014-10-28,D1  ,"1,019,167.78",2.74,"7,838.90",4.96,"158,147.87"
2185,2014-10-28,D2  ,"2,495,304.66",6.7,"20,757.10",13.13,"158,147.87"
2186,2014-10-28,D3  ,"6,525,213.33",17.52,"37,181.32",23.51,"158,147.87"
2187,2014-10-28,D4  ,"27,214,270.64",73.05,"92,370.55",58.41,"158,147.87"
2188,2014-11-04,D0  ,"13,037.92",0.03,464.87,0.29,"158,147.87"
2189,2014-11-04,D1  ,"1,028,593.06",2.76,"8,352.41",5.28,"158,147.87"
2190,2014-11-04,D2  ,"2,503,384.83",6.72,"23,299.93",14.73,"158,147.87"
2191,2014-11-04,D3  ,"6,605,560.28",17.73,"38,925.64",24.61,"158,147.87"
2192,2014-11-04,D4  ,"27,103,380.32",72.75,"87,105.02",55.08,"158,147.87"
2193,2014-11-11,D0  ,"12,623.25",0.03,450.09,0.28,"158,147.87"
2194,2014-11-11,D1  ,"1,029,007.73",2.76,"8,367.19",5.29,"158,147.87"
2195,2014-11-11,D2  ,"2,503,384.83",6.72,"23,299.93",14.73,"158,147.87"
2196,2014-11-11,D3  ,"6,605,560.28",17.73,"38,925.64",24.61,"158,147.87"
2197,2014-11-11,D4  ,"27,103,380.32",72.75,"87,105.02",55.08,"158,147.87"
2198,2014-11-18,D0  ,"12,623.25",0.03,450.09,0.28,"158,147.87"
2199,2014-11-18,D1  ,"1,029,007.73",2.76,"8,367.19",5.29,"158,147.87"
2200,2014-11-18,D2  ,"2,503,384.83",6.72,"23,299.93",14.73,"158,147.87"
2201,2014-11-18,D3  ,"6,605,560.28",17.73,"38,925.64",24.61,"158,147.87"
2202,2014-11-18,D4  ,"27,103,380.32",72.75,"87,105.02",55.08,"158,147.87"
2203,2014-11-25,D0  ,"12,623.25",0.03,450.09,0.28,"158,147.87"
2204,2014-11-25,D1  ,"1,029,007.73",2.76,"8,367.19",5.29,"158,147.87"
2205,2014-11-25,D2  ,"2,503,384.83",6.72,"23,299.93",14.73,"158,147.87"
2206,2014-11-25,D3  ,"6,605,560.28",17.73,"38,925.64",24.61,"158,147.87"
2207,2014-11-25,D4  ,"27,103,380.32",72.75,"87,105.02",55.08,"158,147.87"
2208,2014-12-02,D0  ,"12,623.25",0.03,450.09,0.28,"158,147.87"
2209,2014-12-02,D1  ,"1,029,007.73",2.76,"8,367.19",5.29,"158,147.87"
2210,2014-12-02,D2  ,"2,503,384.83",6.72,"23,299.93",14.73,"158,147.87"
2211,2014-12-02,D3  ,"6,605,560.28",17.73,"38,925.64",24.61,"158,147.87"
2212,2014-12-02,D4  ,"27,103,380.32",72.75,"87,105.02",55.08,"158,147.87"
2213,2014-12-09,D0  ,"12,623.25",0.03,450.09,0.28,"158,147.87"
2214,2014-12-09,D1  ,"1,029,007.73",2.76,"8,367.19",5.29,"158,147.87"
2215,2014-12-09,D2  ,"2,503,384.83",6.72,"23,299.93",14.73,"158,147.87"
2216,2014-12-09,D3  ,"6,605,560.28",17.73,"38,925.64",24.61,"158,147.87"
2217,2014-12-09,D4  ,"27,103,380.32",72.75,"87,105.02",55.08,"158,147.87"
2218,2014-12-16,D0  ,"237,085.12",0.64,"2,519.24",1.59,"158,147.87"
2219,2014-12-16,D1  ,"804,545.86",2.16,"6,298.04",3.98,"158,147.87"
2220,2014-12-16,D2  ,"3,578,126.41",9.6,"26,063.34",16.48,"158,147.87"
2221,2014-12-16,D3  ,"14,690,149.40",39.43,"72,328.43",45.73,"158,147.87"
2222,2014-12-16,D4  ,"17,944,049.62",48.17,"50,938.82",32.21,"158,147.87"
2223,2014-12-23,D0  ,"237,085.12",0.64,"2,519.24",1.59,"158,147.87"
2224,2014-12-23,D1  ,"804,545.86",2.16,"6,298.04",3.98,"158,147.87"
2225,2014-12-23,D2  ,"3,578,126.41",9.6,"26,063.34",16.48,"158,147.87"
2226,2014-12-23,D3  ,"14,690,149.40",39.43,"72,328.43",45.73,"158,147.87"
2227,2014-12-23,D4  ,"17,944,049.62",48.17,"50,938.82",32.21,"158,147.87"
2228,2014-12-30,D0  ,"249,680.42",0.67,"2,974.68",1.88,"158,147.87"
2229,2014-12-30,D1  ,"792,947.00",2.13,"5,983.28",3.78,"158,147.87"
2230,2014-12-30,D2  ,"3,577,129.97",9.6,"25,922.66",16.39,"158,147.87"
2231,2014-12-30,D3  ,"14,690,149.40",39.43,"72,328.43",45.73,"158,147.87"
2232,2014-12-30,D4  ,"17,944,049.62",48.17,"50,938.82",32.21,"158,147.87"
2233,2015-01-06,D0  ,"249,680.42",0.67,"2,974.68",1.88,"158,147.87"
2234,2015-01-06,D1  ,"792,947.00",2.13,"5,983.28",3.78,"158,147.87"
2235,2015-01-06,D2  ,"3,577,129.97",9.6,"25,922.66",16.39,"158,147.87"
2236,2015-01-06,D3  ,"14,690,149.40",39.43,"72,328.43",45.73,"158,147.87"
2237,2015-01-06,D4  ,"17,944,049.62",48.17,"50,938.82",32.21,"158,147.87"
2238,2015-01-13,D0  ,"249,680.42",0.67,"2,974.68",1.88,"158,147.87"
2239,2015-01-13,D1  ,"792,947.00",2.13,"5,983.28",3.78,"158,147.87"
2240,2015-01-13,D2  ,"4,721,127.85",12.67,"26,599.20",16.82,"158,147.87"
2241,2015-01-13,D3  ,"11,607,212.29",31.16,"60,677.38",38.37,"158,147.87"
2242,2015-01-13,D4  ,"19,882,988.85",53.37,"61,913.33",39.15,"158,147.87"
2243,2015-01-20,D0  ,"249,226.64",0.67,"2,959.84",1.87,"158,147.87"
2244,2015-01-20,D1  ,"793,400.78",2.13,"5,998.11",3.79,"158,147.87"
2245,2015-01-20,D2  ,"4,721,127.85",12.67,"26,599.20",16.82,"158,147.87"
2246,2015-01-20,D3  ,"11,607,212.29",31.16,"60,677.38",38.37,"158,147.87"
2247,2015-01-20,D4  ,"19,882,988.85",53.37,"61,913.33",39.15,"158,147.87"
2248,2015-01-27,D0  ,"249,226.64",0.67,"2,959.84",1.87,"158,147.87"
2249,2015-01-27,D1  ,"793,400.78",2.13,"5,998.11",3.79,"158,147.87"
2250,2015-01-27,D2  ,"4,721,127.85",12.67,"26,599.20",16.82,"158,147.87"
2251,2015-01-27,D3  ,"11,601,151.06",31.14,"59,339.60",37.52,"158,147.87"
2252,2015-01-27,D4  ,"19,889,050.08",53.39,"63,251.11",39.99,"158,147.87"
2253,2015-02-03,D0  ,"224,067.25",0.6,"2,712.50",1.72,"158,147.87"
2254,2015-02-03,D1  ,"915,887.39",2.46,"7,208.87",4.56,"158,147.87"
2255,2015-02-03,D2  ,"4,616,541.70",12.39,"25,483.68",16.11,"158,147.87"
2256,2015-02-03,D3  ,"11,583,250.60",31.09,"59,244.36",37.46,"158,147.87"
2257,2015-02-03,D4  ,"19,889,050.08",53.39,"63,251.11",39.99,"158,147.87"
2258,2015-02-10,D0  ,"225,255.96",0.6,"2,765.72",1.75,"158,147.87"
2259,2015-02-10,D1  ,"911,347.13",2.45,"7,363.53",4.66,"158,147.87"
2260,2015-02-10,D2  ,"5,756,544.35",15.45,"41,081.05",25.98,"158,147.87"
2261,2015-02-10,D3  ,"10,446,757.21",28.04,"43,443.51",27.47,"158,147.87"
2262,2015-02-10,D4  ,"19,888,946.84",53.39,"63,247.11",39.99,"158,147.87"
2263,2015-02-17,D0  ,"225,255.96",0.6,"2,765.72",1.75,"158,147.87"
2264,2015-02-17,D1  ,"911,347.13",2.45,"7,363.53",4.66,"158,147.87"
2265,2015-02-17,D2  ,"5,756,544.35",15.45,"41,081.05",25.98,"158,147.87"
2266,2015-02-17,D3  ,"10,440,312.78",28.02,"41,534.97",26.26,"158,147.87"
2267,2015-02-17,D4  ,"19,895,391.27",53.4,"65,155.65",41.2,"158,147.87"
2268,2015-02-24,D0  ,"225,255.96",0.6,"2,765.72",1.75,"158,147.87"
2269,2015-02-24,D1  ,"911,347.13",2.45,"7,363.53",4.66,"158,147.87"
2270,2015-02-24,D2  ,"5,756,544.35",15.45,"41,081.05",25.98,"158,147.87"
2271,2015-02-24,D3  ,"10,611,504.58",28.48,"43,552.38",27.54,"158,147.87"
2272,2015-02-24,D4  ,"19,724,199.47",52.95,"63,138.24",39.92,"158,147.87"
2273,2015-03-03,D0  ,"225,255.96",0.6,"2,765.72",1.75,"158,147.87"
2274,2015-03-03,D1  ,"911,347.13",2.45,"7,363.53",4.66,"158,147.87"
2275,2015-03-03,D2  ,"5,756,544.35",15.45,"41,081.05",25.98,"158,147.87"
2276,2015-03-03,D3  ,"10,611,504.58",28.48,"43,552.38",27.54,"158,147.87"
2277,2015-03-03,D4  ,"19,724,199.47",52.95,"63,138.24",39.92,"158,147.87"
2278,2015-03-10,D0  ,"220,931.03",0.59,"2,743.04",1.73,"158,147.87"
2279,2015-03-10,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2280,2015-03-10,D2  ,"5,756,544.35",15.45,"41,081.05",25.98,"158,147.87"
2281,2015-03-10,D3  ,"10,611,504.58",28.48,"43,552.38",27.54,"158,147.87"
2282,2015-03-10,D4  ,"19,724,199.47",52.95,"63,138.24",39.92,"158,147.87"
2283,2015-03-17,D0  ,"220,931.03",0.59,"2,743.04",1.73,"158,147.87"
2284,2015-03-17,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2285,2015-03-17,D2  ,"5,756,544.35",15.45,"41,081.05",25.98,"158,147.87"
2286,2015-03-17,D3  ,"10,611,504.58",28.48,"43,552.38",27.54,"158,147.87"
2287,2015-03-17,D4  ,"19,724,199.47",52.95,"63,138.24",39.92,"158,147.87"
2288,2015-03-24,D0  ,"222,501.13",0.6,"2,758.78",1.74,"158,147.87"
2289,2015-03-24,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2290,2015-03-24,D2  ,"5,761,510.29",15.47,"42,439.70",26.84,"158,147.87"
2291,2015-03-24,D3  ,"10,467,637.87",28.1,"39,848.18",25.2,"158,147.87"
2292,2015-03-24,D4  ,"19,863,100.25",53.32,"65,483.78",41.41,"158,147.87"
2293,2015-03-31,D0  ,"222,501.13",0.6,"2,758.78",1.74,"158,147.87"
2294,2015-03-31,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2295,2015-03-31,D2  ,"5,761,510.29",15.47,"42,439.70",26.84,"158,147.87"
2296,2015-03-31,D3  ,"10,467,637.87",28.1,"39,848.18",25.2,"158,147.87"
2297,2015-03-31,D4  ,"19,863,100.25",53.32,"65,483.78",41.41,"158,147.87"
2298,2015-04-07,D0  ,"222,501.13",0.6,"2,758.78",1.74,"158,147.87"
2299,2015-04-07,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2300,2015-04-07,D2  ,"5,761,510.29",15.47,"42,439.70",26.84,"158,147.87"
2301,2015-04-07,D3  ,"10,450,452.27",28.05,"35,242.18",22.28,"158,147.87"
2302,2015-04-07,D4  ,"19,880,285.84",53.36,"70,089.79",44.32,"158,147.87"
2303,2015-04-14,D0  ,"223,480.02",0.6,"2,768.63",1.75,"158,147.87"
2304,2015-04-14,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2305,2015-04-14,D2  ,"5,761,510.29",15.47,"42,439.70",26.84,"158,147.87"
2306,2015-04-14,D3  ,"10,450,452.27",28.05,"35,242.18",22.28,"158,147.87"
2307,2015-04-14,D4  ,"19,880,285.84",53.36,"70,089.79",44.32,"158,147.87"
2308,2015-04-21,D0  ,"223,480.02",0.6,"2,768.63",1.75,"158,147.87"
2309,2015-04-21,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2310,2015-04-21,D2  ,"5,761,510.29",15.47,"42,439.70",26.84,"158,147.87"
2311,2015-04-21,D3  ,"10,121,323.28",27.17,"31,361.28",19.83,"158,147.87"
2312,2015-04-21,D4  ,"20,209,414.84",54.25,"73,970.68",46.77,"158,147.87"
2313,2015-04-28,D0  ,"223,480.02",0.6,"2,768.63",1.75,"158,147.87"
2314,2015-04-28,D1  ,"915,672.06",2.46,"7,386.21",4.67,"158,147.87"
2315,2015-04-28,D2  ,"5,761,510.29",15.47,"42,439.70",26.84,"158,147.87"
2316,2015-04-28,D3  ,"10,121,323.28",27.17,"31,361.28",19.83,"158,147.87"
2317,2015-04-28,D4  ,"20,209,414.84",54.25,"73,970.68",46.77,"158,147.87"
2318,2015-05-05,D0  ,"216,555.12",0.58,"2,499.17",1.58,"158,147.87"
2319,2015-05-05,D1  ,"914,410.74",2.45,"6,915.73",4.37,"158,147.87"
2320,2015-05-05,D2  ,"5,769,696.51",15.49,"43,179.65",27.3,"158,147.87"
2321,2015-05-05,D3  ,"10,121,323.28",27.17,"31,361.28",19.83,"158,147.87"
2322,2015-05-05,D4  ,"20,209,414.84",54.25,"73,970.68",46.77,"158,147.87"
2323,2015-05-12,D0  ,"216,555.12",0.58,"2,499.17",1.58,"158,147.87"
2324,2015-05-12,D1  ,"914,410.74",2.45,"6,915.73",4.37,"158,147.87"
2325,2015-05-12,D2  ,"5,769,696.51",15.49,"43,179.65",27.3,"158,147.87"
2326,2015-05-12,D3  ,"10,121,323.28",27.17,"31,361.28",19.83,"158,147.87"
2327,2015-05-12,D4  ,"20,209,414.84",54.25,"73,970.68",46.77,"158,147.87"
2328,2015-05-19,D0  ,"216,555.12",0.58,"2,499.17",1.58,"158,147.87"
2329,2015-05-19,D1  ,"914,410.74",2.45,"6,915.73",4.37,"158,147.87"
2330,2015-05-19,D2  ,"5,769,696.51",15.49,"43,179.65",27.3,"158,147.87"
2331,2015-05-19,D3  ,"10,121,323.28",27.17,"31,361.28",19.83,"158,147.87"
2332,2015-05-19,D4  ,"20,209,414.84",54.25,"73,970.68",46.77,"158,147.87"
2333,2015-05-26,D0  ,"197,376.08",0.53,"1,815.34",1.15,"158,147.87"
2334,2015-05-26,D1  ,"933,589.78",2.51,"7,599.57",4.81,"158,147.87"
2335,2015-05-26,D2  ,"5,769,696.51",15.49,"43,179.65",27.3,"158,147.87"
2336,2015-05-26,D3  ,"10,121,451.50",27.17,"31,431.81",19.87,"158,147.87"
2337,2015-05-26,D4  ,"20,209,286.61",54.25,"73,900.16",46.73,"158,147.87"
2338,2015-06-02,D0  ,"197,376.08",0.53,"1,815.34",1.15,"158,147.87"
2339,2015-06-02,D1  ,"933,589.78",2.51,"7,599.57",4.81,"158,147.87"
2340,2015-06-02,D2  ,"5,282,671.47",14.18,"38,426.09",24.3,"158,147.87"
2341,2015-06-02,D3  ,"10,608,476.54",28.48,"36,185.36",22.88,"158,147.87"
2342,2015-06-02,D4  ,"20,209,286.61",54.25,"73,900.16",46.73,"158,147.87"
2343,2015-06-09,D0  ,"197,376.08",0.53,"1,815.34",1.15,"158,147.87"
2344,2015-06-09,D1  ,"933,589.78",2.51,"7,599.57",4.81,"158,147.87"
2345,2015-06-09,D2  ,"5,207,615.10",13.98,"36,106.36",22.83,"158,147.87"
2346,2015-06-09,D3  ,"10,683,532.91",28.68,"38,505.09",24.35,"158,147.87"
2347,2015-06-09,D4  ,"20,209,286.61",54.25,"73,900.16",46.73,"158,147.87"
2348,2015-06-16,D0  ,"197,376.08",0.53,"1,815.34",1.15,"158,147.87"
2349,2015-06-16,D1  ,"904,906.67",2.43,"6,513.23",4.12,"158,147.87"
2350,2015-06-16,D2  ,"5,236,298.22",14.06,"37,192.70",23.52,"158,147.87"
2351,2015-06-16,D3  ,"10,683,532.91",28.68,"38,505.09",24.35,"158,147.87"
2352,2015-06-16,D4  ,"20,209,286.61",54.25,"73,900.16",46.73,"158,147.87"
2353,2015-06-23,D0  ,"197,376.08",0.53,"1,815.34",1.15,"158,147.87"
